trade_id,symbol,side,entry_ts_ms,exit_ts_ms,entry_ts_utc,exit_ts_utc,entry_price,exit_price,stop_price,target_price,qty,hold_bars,exit_reason,gross_pnl,realized_pnl,fees,slippage_cost,funding,mae,mfe
64,ETHUSDT,long,1604264400000,1604304000000,2020-11-01T21:00:00+00:00,2020-11-02T08:00:00+00:00,394.65,389.78,389.78,408.3,0.02,11,stop,-0.0974000000000001,-0.1060287300000001,0.008628730000000001,0.003999999999999773,0.0,-0.23299999999999954,0.20700000000000046
65,ETHUSDT,short,1604307600000,1604437200000,2020-11-02T09:00:00+00:00,2020-11-03T21:00:00+00:00,384.2,382.36,397.63,344.71,0.02,36,max_hold,0.0367999999999995,0.0283678399999995,0.008432160000000001,0.003999999999999773,0.0,-0.09139999999999987,0.28399999999999975
66,ETHUSDT,long,1604509200000,1604628000000,2020-11-04T17:00:00+00:00,2020-11-06T02:00:00+00:00,401.69,440.99,388.34,440.99,0.02,33,target,0.7860000000000003,0.7767305200000002,0.00926948,0.004199999999999591,0.0,-0.11600000000000023,0.8175999999999999
67,ETHUSDT,long,1605056400000,1605186000000,2020-11-11T01:00:00+00:00,2020-11-12T13:00:00+00:00,464.54,461.33,449.96,507.33,0.02,36,max_hold,-0.06420000000000073,-0.07438457000000073,0.01018457,0.004800000000000182,0.0,-0.2690000000000009,0.24699999999999933
68,ETHUSDT,short,1605463200000,1605510000000,2020-11-15T18:00:00+00:00,2020-11-16T07:00:00+00:00,445.45,455.33,455.33,416.65,0.02,13,stop,-0.19759999999999991,-0.20750857999999991,0.00990858,0.004600000000000364,0.0,-0.22360000000000013,0.10699999999999932
69,ETHUSDT,short,1605679200000,1605686400000,2020-11-18T06:00:00+00:00,2020-11-18T08:00:00+00:00,470.09,481.9,481.9,435.47,0.02,2,stop,-0.23620000000000005,-0.24667189000000006,0.010471890000000001,0.004800000000000182,0.0,-0.23620000000000005,0.0817999999999995
70,ETHUSDT,short,1606827600000,1606831200000,2020-12-01T13:00:00+00:00,2020-12-01T14:00:00+00:00,576.55,603.59,603.59,497.01,0.01,1,stop,-0.2704000000000008,-0.2768907700000008,0.006490770000000001,0.002900000000000773,0.0,-0.38450000000000045,0.11549999999999955
71,ETHUSDT,short,1607079600000,1607209200000,2020-12-04T11:00:00+00:00,2020-12-05T23:00:00+00:00,593.01,591.59,609.96,543.49,0.01,36,max_hold,0.014199999999999591,0.00768469999999959,0.006515300000000002,0.002999999999999545,0.0,-0.05190000000000055,0.31950000000000045
72,ETHUSDT,long,1608127200000,1608192000000,2020-12-16T14:00:00+00:00,2020-12-17T08:00:00+00:00,611.04,655.01,595.88,655.01,0.01,18,target,0.43970000000000026,0.43273672500000027,0.006963275,0.0030999999999994543,0.0,-0.01939999999999941,0.4604000000000008
73,ETHUSDT,long,1608202800000,1608228000000,2020-12-17T11:00:00+00:00,2020-12-17T18:00:00+00:00,670.76,637.51,637.51,769.16,0.01,7,stop,-0.3325,-0.339695485,0.007195485,0.0034000000000003186,0.0,-0.4575999999999999,0.07440000000000055
74,ETHUSDT,short,1608501600000,1608631200000,2020-12-20T22:00:00+00:00,2020-12-22T10:00:00+00:00,632.34,605.47,652.62,572.27,0.01,36,max_hold,0.26870000000000005,0.2618920450000001,0.006807955000000001,0.0031999999999993635,0.0,-0.16539999999999963,0.43930000000000063
75,ETHUSDT,long,1609002000000,1609117200000,2020-12-26T17:00:00+00:00,2020-12-28T01:00:00+00:00,648.71,719.33,624.78,719.33,0.01,32,target,0.7062,0.6986757800000001,0.007524220000000002,0.0033000000000004094,0.0,-0.23710000000000037,0.7228999999999997
76,ETHUSDT,long,1609592400000,1609664400000,2021-01-02T13:00:00+00:00,2021-01-03T09:00:00+00:00,754.16,825.07,730.02,825.07,0.01,20,target,0.7091000000000008,0.7004142350000009,0.008685765000000002,0.0037999999999999545,0.0,-0.03610000000000014,0.7288
77,ETHUSDT,long,1609682400000,1609689600000,2021-01-03T14:00:00+00:00,2021-01-03T16:00:00+00:00,877.11,971.99,844.9,971.99,0.01,2,target,0.9488,0.9386299499999999,0.01017005,0.004400000000000546,0.0,-0.11110000000000014,1.0867999999999995
78,ETHUSDT,long,1611021600000,1611140400000,2021-01-19T02:00:00+00:00,2021-01-20T11:00:00+00:00,1324.18,1269.89,1269.89,1485.13,0.01,33,stop,-0.5428999999999996,-0.5571673849999996,0.014267385000000004,0.006700000000000728,0.0,-0.7218000000000007,1.198699999999999
79,ETHUSDT,long,1612285200000,1612414800000,2021-02-02T17:00:00+00:00,2021-02-04T05:00:00+00:00,1499.2,1665.59,1413.15,1754.36,0.01,36,max_hold,1.6638999999999988,1.646493654999999,0.017406345,0.0075,0.0,-0.33200000000000046,2.0416999999999983
80,ETHUSDT,long,1612789200000,1612918800000,2021-02-08T13:00:00+00:00,2021-02-10T01:00:00+00:00,1734.16,1789.43,1639.18,2015.58,0.01,36,max_hold,0.5526999999999999,0.5333202549999998,0.019379745000000004,0.008700000000001182,0.0,-0.5337000000000012,0.9630999999999995
81,ETHUSDT,short,1613354400000,1613390400000,2021-02-15T02:00:00+00:00,2021-02-15T12:00:00+00:00,1753.65,1808.73,1808.73,1591.94,0.01,10,stop,-0.5507999999999993,-0.5703930899999993,0.01959309,0.008799999999998817,0.0,-0.5938999999999988,1.0165000000000008
82,ETHUSDT,long,1615633200000,1615762800000,2021-03-13T11:00:00+00:00,2021-03-14T23:00:00+00:00,1865.98,1883.28,1794.44,2077.51,0.01,36,max_hold,0.17299999999999954,0.15237906999999953,0.020620930000000003,0.009400000000000545,0.0,-0.2998000000000002,0.8276999999999999
83,ETHUSDT,short,1615856400000,1615881600000,2021-03-16T01:00:00+00:00,2021-03-16T08:00:00+00:00,1732.06,1813.12,1813.12,1492.31,0.01,7,stop,-0.8105999999999994,-0.8300984899999995,0.01949849,0.008700000000001182,0.0,-0.8770000000000004,0.20059999999999945
84,ETHUSDT,short,1616446800000,1616576400000,2021-03-22T21:00:00+00:00,2021-03-24T09:00:00+00:00,1676.89,1712.62,1739.27,1492.26,0.01,36,max_hold,-0.3572999999999979,-0.3759423049999979,0.018642305000000005,0.008399999999999182,0.0,-0.4562999999999988,0.27580000000000154
85,ETHUSDT,long,1617375600000,1617472800000,2021-04-02T15:00:00+00:00,2021-04-03T18:00:00+00:00,2074.98,2008.99,2008.99,2268.82,0.01,27,stop,-0.6599000000000002,-0.6823618350000001,0.022461835000000003,0.010399999999999637,0.0,-0.7298000000000002,0.7501999999999999
86,ETHUSDT,long,1618304400000,1618380000000,2021-04-13T09:00:00+00:00,2021-04-14T06:00:00+00:00,2231.34,2413.17,2169.13,2413.17,0.01,21,target,1.8182999999999994,1.7927551949999994,0.025544805000000004,0.011200000000003455,0.0,-0.2646000000000004,1.8190999999999986
87,ETHUSDT,long,1619535600000,1619665200000,2021-04-27T15:00:00+00:00,2021-04-29T03:00:00+00:00,2641.03,2720.79,2542.88,2929.56,0.01,36,max_hold,0.7975999999999976,0.7681099899999977,0.029490010000000004,0.013200000000001638,0.0,-0.7820000000000027,1.2106999999999972
88,ETHUSDT,long,1620493200000,1620622800000,2021-05-08T17:00:00+00:00,2021-05-10T05:00:00+00:00,3784.6,4098.4,3663.2,4141.23,0.01,36,max_hold,3.1379999999999972,3.0946434999999974,0.04335649999999999,0.01900000000000091,0.0,-0.5459999999999992,3.645899999999997
89,ETHUSDT,short,1620864000000,1620993600000,2021-05-13T00:00:00+00:00,2021-05-14T12:00:00+00:00,3827.97,4001.21,4167.34,2813.95,0.01,36,max_hold,-1.7324000000000024,-1.7754604900000024,0.04306049000000001,0.019200000000000727,0.0,-2.0848000000000004,3.3643999999999963
90,ETHUSDT,short,1621429200000,1621429200000,2021-05-19T13:00:00+00:00,2021-05-19T13:00:00+00:00,2331.75,2564.08,2564.08,1643.05,0.01,0,stop_entry_bar,-2.3232999999999993,-2.3502270649999994,0.026927065,0.011700000000000727,0.0,-2.8625000000000003,9.3102
91,ETHUSDT,long,1623618000000,1623747600000,2021-06-13T21:00:00+00:00,2021-06-15T09:00:00+00:00,2523.65,2579.66,2415.89,2841.81,0.01,36,max_hold,0.5600999999999976,0.5320317949999976,0.028068205000000002,0.012699999999999819,0.0,-0.636500000000001,1.1633999999999969
92,ETHUSDT,short,1624258800000,1624388400000,2021-06-21T07:00:00+00:00,2021-06-22T19:00:00+00:00,2011.92,1933.0,2134.95,1646.92,0.01,36,max_hold,0.7892000000000008,0.7675029400000007,0.021697060000000004,0.01009999999999991,0.0,-0.4407999999999993,3.1327999999999996
93,ETHUSDT,long,1624834800000,1624964400000,2021-06-27T23:00:00+00:00,2021-06-29T11:00:00+00:00,1955.43,2171.28,1862.08,2231.55,0.01,36,max_hold,2.1585000000000014,2.1358030950000013,0.022696905000000003,0.009800000000000182,0.0,-0.16560000000000172,2.3256999999999994
94,ETHUSDT,short,1625486400000,1625544000000,2021-07-05T12:00:00+00:00,2021-07-06T04:00:00+00:00,2193.42,2294.2,2294.2,1895.73,0.01,16,stop,-1.0077999999999974,-1.0324819099999973,0.02468191,0.01099999999999909,0.0,-1.2657999999999994,0.3838000000000011
95,ETHUSDT,long,1626570000000,1626616800000,2021-07-18T01:00:00+00:00,2021-07-18T14:00:00+00:00,1971.16,1907.25,1907.25,2158.92,0.01,13,stop,-0.6391000000000008,-0.6604312550000008,0.021331255,0.009900000000000091,0.0,-0.7219000000000005,0.2309999999999991
